No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,
22238,2015,9,13,13,13,13,2,33,400,90,28.6,1011.6,6.6,0,2.2,LOW
22239,2015,9,13,14,12,22,2,25,300,103,29.1,1010.9,6.5,0,3.2,LOW
22240,2015,9,13,15,11,30,2,17,300,121,29.3,1010.4,8.4,0,3.2,LOW
22241,2015,9,13,16,7,44,2,19,300,125,29.3,1010,9.9,0,2.5,LOW
22242,2015,9,13,17,9,42,2,26,400,135,28.9,1010,9.1,0,2.1,LOW
22243,2015,9,13,18,9,48,2,32,400,121,27.4,1010,8.3,0,2.8,LOW
22244,2015,9,13,19,16,56,3,44,400,104,25.9,1010.3,9.7,0,2.5,LOW
22245,2015,9,13,20,23,85,10,51,500,93,24.9,1011,10.7,0,2.2,MEDIUM
22246,2015,9,13,21,27,82,12,61,600,76,24.4,1011.5,10.7,0,3.3,MEDIUM
22247,2015,9,13,22,25,89,11,64,700,65,23.1,1011.6,10.8,0,1.7,MEDIUM
22248,2015,9,13,23,25,83,8,66,600,51,22.1,1011.7,11.5,0,1.7,MEDIUM
22249,2015,9,14,0,33,91,9,67,600,48,21.2,1011.9,11.8,0,1.7,MEDIUM
22250,2015,9,14,1,39,103,10,68,700,39,18.7,1012,12.4,0,1.7,MEDIUM
22251,2015,9,14,2,46,105,9,65,700,34,16.6,1012.1,13.7,0,1,MEDIUM
22252,2015,9,14,3,48,109,8,69,700,24,16,1012.4,13.3,0,0.3,MEDIUM
22253,2015,9,14,4,52,98,7,85,800,5,15.1,1012.6,13.3,0,0.6,MEDIUM
22254,2015,9,14,5,62,113,8,86,900,2,15.6,1013.2,13.8,0,1.3,MEDIUM
22255,2015,9,14,6,55,103,3,78,1000,2,14.8,1013.9,13.5,0,0.8,MEDIUM
22256,2015,9,14,7,66,126,4,77,1200,2,16,1014.8,14.2,0,1.3,MEDIUM
22257,2015,9,14,8,66,125,5,80,1200,2,18.3,1015.3,14.4,0,1.3,MEDIUM
22258,2015,9,14,9,74,153,7,95,1200,4,20.1,1015.6,14.5,0,1.3,MEDIUM
22259,2015,9,14,10,92,179,12,109,1200,16,21.8,1015.7,14.9,0,1.2,MEDIUM
22260,2015,9,14,11,116,215,14,128,1300,24,23.8,1015.4,14.2,0,1,HIGH
22261,2015,9,14,12,109,145,27,76,1100,101,25,1014.8,13.5,0,2.1,MEDIUM
22262,2015,9,14,13,96,113,32,30,800,172,25,1014.5,12.6,0,2.6,MEDIUM
22263,2015,9,14,14,100,137,27,29,800,168,25.5,1014.3,12,0,1.9,MEDIUM
22264,2015,9,14,15,66,66,23,20,700,179,25.4,1013.9,10.8,0,2.8,MEDIUM
22265,2015,9,14,16,54,57,20,19,600,184,25.8,1013.6,10.4,0,2,MEDIUM
22266,2015,9,14,17,38,43,18,20,500,167,25.7,1013.6,7.8,0,2.5,MEDIUM
22267,2015,9,14,18,37,66,17,28,600,160,24.7,1013.6,9.8,0,1.3,MEDIUM
22268,2015,9,14,19,47,121,16,40,800,159,23,1014.1,13.2,0,1.1,MEDIUM
22269,2015,9,14,20,57,83,16,55,1000,124,21.4,1014.9,12.8,0,0.8,MEDIUM
22270,2015,9,14,21,61,98,15,91,1200,73,19.6,1015.5,13.3,0,0.5,MEDIUM
22271,2015,9,14,22,65,106,16,106,1200,56,17.7,1015.8,13.2,0,1.1,MEDIUM
22272,2015,9,14,23,74,97,20,75,1100,82,17.3,1016,13.4,0,0.7,MEDIUM
22273,2015,9,15,0,71,98,19,68,1000,81,18.4,1016.4,12.8,0,1.3,MEDIUM
22274,2015,9,15,1,83,123,15,70,1000,56,16.1,1016.4,13.6,0,1,MEDIUM
22275,2015,9,15,2,85,103,12,60,1000,57,15.4,1016.2,13.6,0,0.8,MEDIUM
22276,2015,9,15,3,89,129,7,91,1300,22,15,1016.1,13.7,0,1,MEDIUM
22277,2015,9,15,4,112,183,6,119,1600,3,15.1,1016.2,13.8,0,0.9,MEDIUM
22278,2015,9,15,5,133,162,6,101,1500,2,14.7,1016.5,13.4,0,0.7,HIGH
22279,2015,9,15,6,138,142,5,97,1400,2,14,1016.8,13,0,0.7,HIGH
22280,2015,9,15,7,131,137,5,95,1400,2,15.4,1017.1,13.8,0,0.7,HIGH
22281,2015,9,15,8,111,111,6,81,1200,16,17.4,1017.2,13.1,0,1.5,MEDIUM
22282,2015,9,15,9,100,117,10,61,1000,48,19.3,1017.5,13.9,0,1.7,MEDIUM
22283,2015,9,15,10,113,136,19,59,1100,78,21,1017.5,13.9,0,1.5,MEDIUM
22284,2015,9,15,11,116,154,27,47,1000,115,22.5,1017,14.6,0,1.4,HIGH
22285,2015,9,15,12,112,121,33,35,1100,162,24.1,1016.2,14.8,0,1,MEDIUM
22286,2015,9,15,13,113,127,38,35,1100,193,24.4,1015.3,14.2,0,1.4,MEDIUM
22287,2015,9,15,14,NA,NA,38,34,1100,224,25.2,1014.6,13.1,0,2.7,HIGH
22288,2015,9,15,15,NA,NA,35,30,1000,250,25.8,1014,11.9,0,1.6,HIGH
22289,2015,9,15,16,NA,NA,30,31,1100,267,25.6,1013.7,11.7,0,2.4,HIGH
22290,2015,9,15,17,84,88,27,31,1000,253,25.1,1013.6,11.6,0,1.8,MEDIUM
22291,2015,9,15,18,93,93,24,35,1000,223,24.4,1013.5,11,0,1.5,MEDIUM
22292,2015,9,15,19,94,94,22,43,1000,196,22.1,1013.6,11.8,0,0.9,MEDIUM
22293,2015,9,15,20,103,103,19,81,1200,136,19.3,1014,13.5,0,0.4,MEDIUM
22294,2015,9,15,21,120,121,17,126,1400,82,17.9,1014.3,14.2,0,0,HIGH
22295,2015,9,15,22,124,127,13,173,1600,27,17.2,1014.4,14.5,0,0.2,HIGH
22296,2015,9,15,23,125,127,12,176,1500,18,16.8,1014.5,14.1,0,0,HIGH
22297,2015,9,16,0,117,121,9,123,1300,48,16.3,1014.6,14.5,0,0,HIGH
22298,2015,9,16,1,119,119,7,117,1300,42,15.9,1014.6,14.3,0,0.7,HIGH
22299,2015,9,16,2,118,120,3,131,1600,10,15.7,1014.5,14.4,0,1,HIGH
22300,2015,9,16,3,161,197,5,163,2300,4,15.8,1014.3,14.5,0,1,HIGH
22301,2015,9,16,4,184,199,5,147,2300,2,15,1014.4,14.2,0,0.5,HIGH
22302,2015,9,16,5,179,179,3,123,2100,2,14.7,1014.4,14.2,0,0.5,HIGH
22303,2015,9,16,6,166,166,2,103,1800,2,14.2,1014.7,13.6,0,0.3,HIGH
22304,2015,9,16,7,157,157,2,83,1500,4,15.1,1015,14.6,0,0.9,HIGH
22305,2015,9,16,8,153,153,3,78,1500,13,17.3,1015.2,14.6,0,1.2,HIGH
22306,2015,9,16,9,159,159,6,79,1500,26,18.9,1015.4,15,0,1.7,HIGH
22307,2015,9,16,10,184,184,NA,NA,NA,NA,21,1015.3,15.3,0,1.2,HIGH
22308,2015,9,16,11,NA,170,NA,NA,NA,NA,22.9,1015.3,15.5,0,0.6,HIGH
22309,2015,9,16,12,NA,170,NA,NA,NA,NA,24.6,1014.6,14.7,0,1.2,HIGH
22310,2015,9,16,13,NA,129,NA,NA,NA,NA,25.3,1014.1,14.4,0,2.1,HIGH
22311,2015,9,16,14,NA,110,NA,NA,NA,NA,26.2,1013.4,13,0,2.1,HIGH
22312,2015,9,16,15,NA,107,NA,NA,NA,NA,26.5,1012.7,13.3,0,1.6,HIGH
22313,2015,9,16,16,NA,94,NA,NA,NA,NA,26.3,1012.3,13.1,0,2.4,HIGH
22314,2015,9,16,17,NA,119,14,NA,800,195,25.6,1012.1,13.4,0,2,HIGH
22315,2015,9,16,18,102,115,17,31,900,203,24.5,1012.2,13.7,0,1.7,MEDIUM
22316,2015,9,16,19,105,117,16,43,1000,170,23.9,1012.7,14,0,1.6,MEDIUM
22317,2015,9,16,20,109,125,14,60,1100,129,22.5,1013.3,14.3,0,0.9,MEDIUM
22318,2015,9,16,21,125,140,15,79,1300,95,20.1,1013.4,15.7,0,0.8,HIGH
22319,2015,9,16,22,140,153,16,97,1300,67,18.7,1013.6,15.9,0,0.8,HIGH
22320,2015,9,16,23,144,151,11,116,1400,37,17.9,1013.6,15.9,0,0.8,HIGH
22321,2015,9,17,0,155,163,10,148,1600,5,17.8,1013.6,15.8,0,0.4,HIGH
22322,2015,9,17,1,154,154,7,121,1500,10,17.8,1013.7,15.8,0,0.5,HIGH
22323,2015,9,17,2,153,153,6,128,1600,2,18.1,1013.5,15.9,0,1.5,HIGH
22324,2015,9,17,3,157,171,5,125,1800,2,17.5,1013.4,15.8,0,1.3,HIGH
22325,2015,9,17,4,183,203,5,120,1900,3,17.2,1013.6,15.4,0,1,HIGH
22326,2015,9,17,5,176,184,4,105,1500,2,16.4,1013.6,15.4,0,0.7,HIGH
22327,2015,9,17,6,164,164,4,102,1300,2,16.3,1013.7,15.5,0,1,HIGH
22328,2015,9,17,7,165,165,4,96,1200,2,16.6,1014.2,15.5,0,1,HIGH
22329,2015,9,17,8,175,175,4,92,1400,5,18.3,1014.4,15.5,0,1.4,HIGH
22330,2015,9,17,9,189,189,7,82,1300,24,20,1014.3,15.4,0,1.3,HIGH
22331,2015,9,17,10,189,189,10,88,1300,39,21.3,1014.5,15.6,0,1.4,HIGH
22332,2015,9,17,11,189,189,NA,88,1300,58,23.3,1014.2,16.6,0,1,HIGH
22333,2015,9,17,12,194,194,NA,NA,NA,NA,24.5,1013.4,16.5,0,0.8,HIGH
22334,2015,9,17,13,196,196,NA,NA,NA,NA,25.8,1012.5,16.6,0,1.7,HIGH
22335,2015,9,17,14,158,158,NA,NA,NA,NA,27,1011.6,16.3,0,1.9,HIGH
22336,2015,9,17,15,119,119,NA,NA,NA,NA,27.1,1011.2,16.1,0,3.1,HIGH
22337,2015,9,17,16,106,106,NA,NA,NA,NA,26.8,1010.8,16.1,0,2.4,MEDIUM
22338,2015,9,17,17,108,108,NA,NA,NA,NA,26.9,1010.9,16.5,0,1.6,MEDIUM
22339,2015,9,17,18,113,119,19,36,1100,191,26,1011.3,16.3,0,1.8,MEDIUM
22340,2015,9,17,19,124,125,20,43,1200,175,25,1011.6,16.2,0,1,HIGH
22341,2015,9,17,20,133,136,18,78,1400,119,22.3,1012.2,17.2,0,0.8,HIGH
22342,2015,9,17,21,150,154,19,103,1500,78,20.6,1012.4,17.6,0,1,HIGH
22343,2015,9,17,22,157,157,14,98,1700,63,21,1012.2,17.8,0,0.9,HIGH
22344,2015,9,17,23,165,165,11,153,2100,9,21,1012.2,18,0,0.4,HIGH
22345,2015,9,18,0,163,173,8,145,2100,3,21,1012.3,18,0,1,HIGH
22346,2015,9,18,1,190,207,6,151,2200,2,20.8,1011.9,18.6,0,1.1,HIGH
22347,2015,9,18,2,227,227,3,128,2100,2,20.2,1012,19,0.4,1.2,HIGH
22348,2015,9,18,3,230,230,2,112,1900,2,21.1,1012.1,18.8,0.1,2.3,HIGH
22349,2015,9,18,4,214,214,3,69,1300,28,20.1,1012.4,18.4,0,1.4,HIGH
22350,2015,9,18,5,128,128,4,41,1000,74,20.2,1012.6,18.3,0,1,HIGH
22351,2015,9,18,6,123,123,2,63,1100,38,20.2,1012.9,18,0,1.3,HIGH
22352,2015,9,18,7,162,162,3,61,1200,45,20,1013.2,18.1,0,0.7,HIGH
22353,2015,9,18,8,140,140,3,56,1100,55,20.8,1013.6,16.8,0,1.8,HIGH
22354,2015,9,18,9,84,84,4,52,900,68,21.9,1013.8,17.1,0,1.6,MEDIUM
22355,2015,9,18,10,71,71,5,32,900,92,24.1,1013.9,16.6,0,1.6,MEDIUM
22356,2015,9,18,11,75,75,7,31,900,96,25.8,1013.5,16.1,0,2,MEDIUM
22357,2015,9,18,12,57,57,7,21,700,107,27.2,1012.8,15.6,0,2.1,MEDIUM
22358,2015,9,18,13,28,28,4,12,500,118,28.4,1012.1,13.9,0,2,MEDIUM
22359,2015,9,18,14,18,18,2,9,400,129,29,1011.7,12.4,0,2.7,LOW
22360,2015,9,18,15,15,15,2,10,300,122,29.4,1011,11.4,0,1.8,LOW
22361,2015,9,18,16,15,15,2,12,400,123,29.2,1010.6,10.3,0,1.3,LOW
22362,2015,9,18,17,17,21,2,15,400,129,28.3,1010.8,13.4,0,2,LOW
22363,2015,9,18,18,23,41,2,27,500,119,26.4,1011.1,14.2,0,1.4,MEDIUM
22364,2015,9,18,19,29,42,2,46,700,93,22.9,1011.2,15.7,0,0,MEDIUM
22365,2015,9,18,20,32,54,2,78,900,49,21.7,1011.9,15.5,0,1.2,MEDIUM
22366,2015,9,18,21,42,69,2,134,1200,4,20.5,1012.5,15.9,0,0.1,MEDIUM
22367,2015,9,18,22,54,78,2,129,1600,4,20.1,1013.1,15.9,0,1.3,MEDIUM
22368,2015,9,18,23,49,81,3,118,1300,2,19.1,1013.4,16,0,0.4,MEDIUM
22369,2015,9,19,0,45,83,2,106,1200,2,17.8,1013.6,15.2,0,1,MEDIUM
22370,2015,9,19,1,36,55,2,92,900,2,18.4,1014.1,13,0,2.1,MEDIUM
22371,2015,9,19,2,27,50,2,79,700,2,16.7,1014,13.6,0,0.6,MEDIUM
22372,2015,9,19,3,29,43,2,76,700,2,15.5,1013.9,13.5,0,0.8,MEDIUM
22373,2015,9,19,4,22,27,2,74,600,2,14.8,1014.1,13.2,0,0.4,MEDIUM
22374,2015,9,19,5,8,8,2,40,400,26,18,1014.3,9.9,0,1.5,LOW
22375,2015,9,19,6,9,15,2,45,400,22,17,1014.6,10.1,0,1.2,LOW
22376,2015,9,19,7,9,25,2,54,400,9,17.7,1015,10.6,0,1.2,LOW
22377,2015,9,19,8,12,26,2,48,400,13,20,1015.1,9,0,2.2,LOW
22378,2015,9,19,9,9,28,2,41,400,29,21.7,1015.4,9.9,0,1.8,LOW
22379,2015,9,19,10,17,28,2,31,400,46,23.5,1015.2,9.5,0,2.3,LOW
22380,2015,9,19,11,14,31,2,24,400,62,25.4,1014.7,10,0,1.9,LOW
22381,2015,9,19,12,16,26,3,23,400,82,26.7,1013.8,9.1,0,1.2,LOW
22382,2015,9,19,13,10,12,3,19,300,100,27.3,1012.7,7.7,0,1.3,LOW
22383,2015,9,19,14,11,11,3,18,300,113,28.1,1011.6,7.9,0,1.5,LOW
22384,2015,9,19,15,10,20,3,18,300,130,28,1010.9,7.3,0,1.9,LOW
22385,2015,9,19,16,11,31,3,19,400,158,28.3,1010.3,8,0,1.4,LOW
22386,2015,9,19,17,20,40,3,23,400,167,27.6,1010.1,8.5,0,1.7,LOW
22387,2015,9,19,18,17,35,3,28,400,154,26.3,1010.1,8.7,0,2,LOW
22388,2015,9,19,19,22,41,4,37,500,133,23.6,1010.3,11,0,0.7,MEDIUM
22389,2015,9,19,20,25,46,4,51,700,98,22.7,1010.8,10.5,0,1,MEDIUM
22390,2015,9,19,21,34,61,4,86,800,55,21.5,1011.1,10.3,0,1.3,MEDIUM
22391,2015,9,19,22,32,57,4,92,900,44,22.3,1011,10.1,0,1.1,MEDIUM
22392,2015,9,19,23,72,125,16,67,1200,83,22.7,1011,14.8,0,2.7,MEDIUM
22393,2015,9,20,0,95,120,16,55,1300,90,22,1011.1,15.8,0,2.3,MEDIUM
22394,2015,9,20,1,102,120,13,37,1300,98,21.6,1011.1,16.5,0,2.8,MEDIUM
22395,2015,9,20,2,115,115,10,45,1400,74,19.5,1011,16.7,0,0.6,HIGH
22396,2015,9,20,3,113,113,8,39,1300,75,18.5,1010.7,16.7,0,0.9,MEDIUM
22397,2015,9,20,4,114,114,7,37,1200,67,18.3,1010.4,16.6,0,1.3,HIGH
22398,2015,9,20,5,126,126,7,48,1300,42,18.7,1010.6,16.8,0,1.2,HIGH
22399,2015,9,20,6,127,127,7,66,1400,15,18.2,1010.8,15.8,0,1,HIGH
22400,2015,9,20,7,116,116,6,75,1600,2,18.1,1010.8,15.5,0,1.2,HIGH
22401,2015,9,20,8,105,130,7,73,1500,2,18.8,1010.8,15.3,0,1.4,MEDIUM
22402,2015,9,20,9,121,155,8,77,1500,5,20.1,1010.9,15.9,0,1.3,HIGH
22403,2015,9,20,10,140,167,11,83,1500,14,21.4,1010.8,17.4,0,0.9,HIGH
22404,2015,9,20,11,165,178,11,82,1600,32,23.3,1010.1,18.2,0,2.1,HIGH
22405,2015,9,20,12,166,166,19,48,1400,105,24.9,1009.3,17.6,0,2,HIGH
22406,2015,9,20,13,125,125,28,22,1100,160,25.9,1008.3,16.2,0,3.6,HIGH
22407,2015,9,20,14,105,105,20,18,1000,176,27,1007.5,15.7,0,3,MEDIUM
22408,2015,9,20,15,98,98,15,17,1000,189,26.9,1006.8,15.3,0,2.9,MEDIUM
22409,2015,9,20,16,98,98,19,19,1000,192,26.8,1006.3,15.2,0,2.5,MEDIUM
22410,2015,9,20,17,91,91,20,23,1000,190,26.4,1006.1,14.5,0,2.4,MEDIUM
22411,2015,9,20,18,77,77,20,28,900,178,25.6,1006.4,13.8,0,1.6,MEDIUM
22412,2015,9,20,19,61,77,16,40,900,145,24.8,1006.5,13.7,0,1.9,MEDIUM
22413,2015,9,20,20,54,76,11,55,900,106,24.7,1006.8,12.6,0,2.8,MEDIUM
22414,2015,9,20,21,49,66,10,55,800,100,24.6,1007.5,12.2,0,2.3,MEDIUM
22415,2015,9,20,22,50,65,10,55,800,97,23.4,1007.8,12.7,0,1.1,MEDIUM
22416,2015,9,20,23,56,71,9,74,800,73,22.7,1008,12.9,0,1.2,MEDIUM
22417,2015,9,21,0,55,82,9,89,800,46,19.7,1007.9,14.3,0,0.9,MEDIUM
22418,2015,9,21,1,59,78,11,75,800,49,20.6,1008,14,0,1.7,MEDIUM
22419,2015,9,21,2,66,89,14,86,800,27,20.1,1007.8,14,0,1.3,MEDIUM
22420,2015,9,21,3,70,83,16,81,800,24,20.1,1007.6,13.3,0,1.5,MEDIUM
22421,2015,9,21,4,69,77,20,70,800,36,17.2,1007.9,14.1,0,0.9,MEDIUM
22422,2015,9,21,5,71,77,19,63,800,35,16.4,1008.1,14.1,0,0.7,MEDIUM
22423,2015,9,21,6,74,87,9,85,1000,7,15.8,1008.1,14,0,1.1,MEDIUM
22424,2015,9,21,7,81,103,6,85,1200,3,16.5,1008.3,14.5,0,1.1,MEDIUM
22425,2015,9,21,8,95,131,8,85,1500,5,19.6,1008.5,14.2,0,0.7,MEDIUM
22426,2015,9,21,9,109,149,12,103,1600,7,21.4,1008.6,14.5,0,0.5,MEDIUM
22427,2015,9,21,10,125,157,15,120,1600,13,22.9,1008.4,15,0,1.1,HIGH
22428,2015,9,21,11,128,152,20,121,1500,31,24.3,1008.1,13.8,0,1.6,HIGH
22429,2015,9,21,12,116,116,33,75,1300,110,26,1007.4,12.4,0,1.8,HIGH
22430,2015,9,21,13,101,112,58,52,1100,167,27.1,1006.7,11.9,0,2.6,MEDIUM
22431,2015,9,21,14,99,104,41,30,1100,212,27.5,1006.3,12.7,0,3.2,MEDIUM
22432,2015,9,21,15,94,99,43,27,1000,226,27.7,1005.8,12.9,0,2.5,MEDIUM
22433,2015,9,21,16,89,102,34,24,1000,233,27.3,1005.4,12.9,0,2.9,MEDIUM
22434,2015,9,21,17,85,100,26,25,1100,223,26.9,1005.2,12.5,0,2.6,MEDIUM
22435,2015,9,21,18,81,104,22,36,1200,204,26.1,1005.6,12.5,0,1.8,MEDIUM
22436,2015,9,21,19,88,119,23,50,1400,187,23.1,1005.9,14.1,0,1.3,MEDIUM
22437,2015,9,21,20,100,133,24,62,1500,153,22.9,1006.3,14.5,0,1.1,MEDIUM
22438,2015,9,21,21,101,139,21,72,1600,113,22.1,1007,14.2,0,1.1,MEDIUM
22439,2015,9,21,22,108,151,25,86,1600,85,22.4,1007.6,14.5,0,1,MEDIUM
22440,2015,9,21,23,111,140,28,83,1800,76,20.5,1007.7,15.5,0,1.6,MEDIUM
22441,2015,9,22,0,120,131,27,61,2100,82,20.9,1007.1,15,0,1.6,HIGH
22442,2015,9,22,1,124,145,17,120,2000,16,19.9,1006.8,15.3,0,1,HIGH
22443,2015,9,22,2,128,137,15,95,1900,28,19.3,1006.7,15.6,0,1.7,HIGH
22444,2015,9,22,3,134,135,12,95,1900,14,19.6,1006.6,15.9,0,1.7,HIGH
22445,2015,9,22,4,159,159,10,73,1700,28,19.2,1006.4,16.4,0,1.7,HIGH
22446,2015,9,22,5,182,182,10,66,1600,28,18.7,1006.3,16.7,0,1,HIGH
22447,2015,9,22,6,190,190,9,73,1600,16,18.4,1006.6,16.7,0,0.7,HIGH
22448,2015,9,22,7,189,189,7,79,1600,5,18.7,1006.5,16.8,0,1.8,HIGH
22449,2015,9,22,8,202,202,8,85,1800,5,19.5,1006.2,16.7,0,1.4,HIGH
22450,2015,9,22,9,222,222,13,92,2000,10,20.4,1006,16.8,0,2,HIGH
22451,2015,9,22,10,235,235,15,92,2000,23,21.6,1006,17,0,1.6,HIGH
22452,2015,9,22,11,197,197,17,64,1600,62,22.6,1005.4,16.6,0,2.3,HIGH
22453,2015,9,22,12,168,168,20,40,1300,93,23.4,1005,16.9,0,2.4,HIGH
22454,2015,9,22,13,159,159,23,33,1300,123,24.9,1004.2,16.6,0,3.4,HIGH
22455,2015,9,22,14,155,155,23,32,1400,148,25.2,1004,16.6,0,3.4,HIGH
22456,2015,9,22,15,151,151,27,31,1400,165,25.3,1003.7,16.4,0,3.8,HIGH
22457,2015,9,22,16,149,149,29,35,1400,166,25.2,1003.7,16.6,0,2.5,HIGH
22458,2015,9,22,17,171,182,22,51,1600,123,22,1004.4,15.8,0,5.3,HIGH
22459,2015,9,22,18,106,106,3,45,1200,72,19.2,1004.2,15.9,0.6,2.7,MEDIUM
22460,2015,9,22,19,41,41,2,48,900,47,19.8,1004.6,15.6,0,1.6,MEDIUM
22461,2015,9,22,20,29,29,2,47,800,38,19.2,1005.5,16.4,0,1.5,MEDIUM
22462,2015,9,22,21,33,33,2,52,900,33,18.9,1005.9,16.5,0,1.9,MEDIUM
22463,2015,9,22,22,45,45,2,36,900,49,18,1006.1,16.2,0,1.1,MEDIUM
22464,2015,9,22,23,42,42,2,40,900,34,17.3,1006.2,15.8,0,0.8,MEDIUM
22465,2015,9,23,0,40,40,2,52,900,25,16.7,1006,15.4,0,1,MEDIUM
22466,2015,9,23,1,29,29,2,64,800,16,16.4,1005.8,15.4,0,1.3,MEDIUM
22467,2015,9,23,2,33,33,2,61,800,9,16.7,1005.6,15.7,0,1.4,MEDIUM
22468,2015,9,23,3,36,36,2,60,700,2,16.2,1005.8,14.6,0,1.4,MEDIUM
22469,2015,9,23,4,32,32,2,54,700,3,15.8,1006,14,0,1.4,MEDIUM
22470,2015,9,23,5,18,18,2,29,500,32,15.5,1005.9,13.5,0,1.1,LOW
22471,2015,9,23,6,14,14,2,23,500,45,15.6,1006.1,13.3,0,1.9,LOW
22472,2015,9,23,7,14,14,2,28,500,38,16,1006.2,13.7,0,1.3,LOW
22473,2015,9,23,8,13,13,2,27,500,39,17.6,1006.3,13.9,0,2,LOW
22474,2015,9,23,9,12,21,2,25,500,43,19.2,1006.8,14,0,2.1,LOW
22475,2015,9,23,10,19,22,2,26,500,46,20.5,1007,14.4,0,1.6,LOW
22476,2015,9,23,11,20,25,2,24,500,58,22.3,1006.3,14.7,0,1.2,LOW
22477,2015,9,23,12,18,25,2,27,500,69,24.1,1005.6,14.8,0,1.1,LOW
22478,2015,9,23,13,25,25,2,34,600,81,25.1,1004.9,14.5,0,1,MEDIUM
22479,2015,9,23,14,30,30,2,42,700,90,26.3,1004,14.1,0,2,MEDIUM
22480,2015,9,23,15,35,35,2,41,600,108,26.6,1003.8,12.6,0,3,MEDIUM
22481,2015,9,23,16,26,51,2,44,600,110,26.2,1003.6,13,0,1.9,MEDIUM
22482,2015,9,23,17,39,58,3,52,600,119,25.4,1003.7,13.6,0,2.1,MEDIUM
22483,2015,9,23,18,39,58,3,53,600,118,24.5,1003.7,14.6,0,2,MEDIUM
22484,2015,9,23,19,40,63,2,69,700,80,23.8,1004,15.3,0,1.6,MEDIUM
22485,2015,9,23,20,50,69,2,81,800,55,22.1,1004.8,15.4,0,0.7,MEDIUM
22486,2015,9,23,21,55,70,2,93,900,40,20.3,1005.2,16.3,0,1.5,MEDIUM
22487,2015,9,23,22,59,71,2,102,1000,25,20.5,1005.4,16.5,0,1,MEDIUM
22488,2015,9,23,23,67,95,2,122,1300,2,19.9,1005.6,16.5,0,1.1,MEDIUM
22489,2015,9,24,0,73,95,2,113,1300,2,19.3,1005.8,16.3,0,0.7,MEDIUM
22490,2015,9,24,1,74,78,2,102,1300,2,19.1,1005.8,16.5,0,1.2,MEDIUM
22491,2015,9,24,2,77,103,2,96,1300,2,18.6,1005.6,16.4,0,0.8,MEDIUM
22492,2015,9,24,3,85,121,3,87,1200,2,18.4,1005.6,16.2,0,0.8,MEDIUM
22493,2015,9,24,4,85,119,3,80,1100,2,18.2,1005.8,16.2,0,0.8,MEDIUM
22494,2015,9,24,5,69,85,2,72,1000,2,18,1005.7,16,0,0.8,MEDIUM
22495,2015,9,24,6,63,75,2,71,900,2,18.5,1006.2,15.9,0,1.1,MEDIUM
22496,2015,9,24,7,63,79,3,70,1000,2,18.5,1006.4,16.1,0,1.6,MEDIUM
22497,2015,9,24,8,121,157,4,66,1200,2,18.9,1007,16.5,0,1.2,HIGH
22498,2015,9,24,9,163,191,3,69,1400,2,19.4,1007.4,17,0,1.2,HIGH
22499,2015,9,24,10,156,193,4,70,1400,3,19.6,1007.6,16.6,0,1.5,HIGH
22500,2015,9,24,11,186,222,5,68,1600,10,20.8,1007.3,17,0,1.1,HIGH
22501,2015,9,24,12,194,218,8,64,1900,30,22,1006.2,17.6,0,1.3,HIGH
22502,2015,9,24,13,175,175,10,59,1700,54,23.1,1004.9,18.8,0,1.3,HIGH
22503,2015,9,24,14,199,199,10,66,1800,85,24.4,1004.2,18.3,0,1.8,HIGH
22504,2015,9,24,15,213,213,10,45,1700,138,24.9,1003.2,18.1,0,2.9,HIGH
22505,2015,9,24,16,194,194,9,29,1500,174,25.2,1002.9,18.2,0,2.1,HIGH
22506,2015,9,24,17,170,170,8,28,1400,180,24.5,1002.6,18.4,0,1.8,HIGH
22507,2015,9,24,18,163,163,7,35,1600,170,24.4,1003.7,18.3,0,1.1,HIGH
22508,2015,9,24,19,106,106,5,32,1100,131,18.1,1004.3,13.8,0,3.3,MEDIUM
22509,2015,9,24,20,23,23,2,27,600,94,18.2,1004.9,14.5,0,2,MEDIUM
22510,2015,9,24,21,26,26,2,37,600,77,17.7,1005.6,14.8,0,1.8,MEDIUM
22511,2015,9,24,22,29,29,2,41,600,64,16.6,1006,13.5,0,1.7,MEDIUM
22512,2015,9,24,23,20,20,2,30,500,80,16.5,1005.8,15,5.7,2.3,LOW
22513,2015,9,25,0,18,18,2,33,600,68,16.4,1006.1,15.3,0.3,1.8,LOW
22514,2015,9,25,1,26,26,2,58,600,39,16.3,1006.3,15.3,0,1.6,MEDIUM
22515,2015,9,25,2,31,31,2,39,500,45,15.9,1006.2,14.9,0,1.1,MEDIUM
22516,2015,9,25,3,28,28,2,28,500,50,15.9,1005.9,14.6,0,0.7,MEDIUM
22517,2015,9,25,4,27,27,2,34,500,28,15.6,1006,14,0,1.1,MEDIUM
22518,2015,9,25,5,27,27,2,44,500,23,14.5,1005.9,13.9,0,0.9,MEDIUM
22519,2015,9,25,6,27,27,2,48,500,16,14.2,1006.5,13.7,0,0.7,MEDIUM
22520,2015,9,25,7,29,29,2,43,600,17,15,1007.2,14.8,0,0.1,MEDIUM
22521,2015,9,25,8,32,43,2,59,900,7,17.4,1007.7,13.7,0,1.1,MEDIUM
22522,2015,9,25,9,32,32,3,56,900,17,19,1007.9,11.1,0,2,MEDIUM
