No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
12381,2014,7,29,20,105,150,2,23,800,187,30.7,992.7,20.3,0,2.7
12382,2014,7,29,21,105,159,2,26,800,161,29,993.7,21,0,4
12383,2014,7,29,22,109,161,2,36,900,138,25.6,994,20.6,0,3.8
12384,2014,7,29,23,78,118,2,15,700,181,24.9,995,21.8,0,2.1
12385,2014,7,30,0,41,46,2,8,600,181,24.2,995.1,22.1,0.5,1
12386,2014,7,30,1,69,84,2,9,700,171,24.3,994.6,21.8,0,1.7
12387,2014,7,30,2,74,56,2,10,700,134,23.8,994.5,21.7,0.5,0.9
12388,2014,7,30,3,77,52,2,10,700,116,23.8,995.2,20.7,0,2.4
12389,2014,7,30,4,65,53,2,8,700,105,22.6,995.6,21.6,18.1,1.4
12390,2014,7,30,5,40,23,2,10,600,98,22.5,996.4,21.5,3.3,1.3
12391,2014,7,30,6,54,38,2,6,700,132,22.7,996.6,21.3,0.1,0.4
12392,2014,7,30,7,45,36,2,6,700,116,23.2,997,22,0,1.1
12393,2014,7,30,8,49,46,2,8,800,103,23.5,997.1,21.8,0,0.9
12394,2014,7,30,9,59,55,2,11,800,92,24.1,997.4,21.6,0,1.3
12395,2014,7,30,10,59,45,2,10,800,97,24.7,998,21.8,0,1.4
12396,2014,7,30,11,64,54,2,19,900,108,24.5,998.2,21.2,0,1.3
12397,2014,7,30,12,107,105,3,16,1200,118,27.1,997.6,21.2,0,1.4
12398,2014,7,30,13,112,95,4,21,1200,121,28.8,997.2,21.6,0,1.1
12399,2014,7,30,14,124,112,3,17,1200,158,29.5,996.7,21.5,0,1
12400,2014,7,30,15,121,104,2,14,1200,185,29.3,996.5,21.5,0,2
12401,2014,7,30,16,119,107,2,14,1200,196,28.9,996.2,21.4,0,2.1
12402,2014,7,30,17,134,105,2,15,1300,202,28.3,995.9,21.3,0,1.2
12403,2014,7,30,18,153,132,2,19,1500,197,27.6,996.4,21.4,0,2.1
12404,2014,7,30,19,155,144,2,26,1700,170,27,997.1,21.5,0,1.7
12405,2014,7,30,20,161,155,2,28,1700,137,26.4,997.9,22,0,1.1
12406,2014,7,30,21,158,140,2,26,1700,94,26.2,998.4,21.6,0,1.4
12407,2014,7,30,22,154,137,2,22,1700,61,25.8,998.7,21.9,0,2
12408,2014,7,30,23,161,139,2,20,1700,52,25.9,998.9,22,0,2
12409,2014,7,31,0,168,140,2,21,1700,49,25.6,999.1,22.1,0,1.4
12410,2014,7,31,1,173,146,2,17,1700,44,25.5,998.9,22,0,1.2
12411,2014,7,31,2,175,144,2,18,1700,44,25.3,998.9,22.2,0,2.2
12412,2014,7,31,3,178,143,2,17,1600,39,25,998.7,22.1,0,1.3
12413,2014,7,31,4,183,153,2,29,1700,19,24.9,998.9,22.4,0,0.9
12414,2014,7,31,5,184,154,2,18,1700,23,24.9,999.1,22.6,0,1.6
12415,2014,7,31,6,180,154,2,34,1700,3,25.1,999.1,22.6,0,1.4
12416,2014,7,31,7,191,173,2,24,1900,12,25.3,999.5,22.6,0,1
12417,2014,7,31,8,199,167,3,18,1700,32,26.7,999.1,22.8,0,0.7
12418,2014,7,31,9,213,190,2,15,1800,53,27.9,999,22.2,0,1.8
12419,2014,7,31,10,219,219,2,19,1800,70,29.3,998.6,22.3,0,2.4
12420,2014,7,31,11,211,211,2,19,1700,102,29.7,998.2,22.2,0,2
12421,2014,7,31,12,209,209,2,20,1500,157,30.4,997.7,22,0,2.7
12422,2014,7,31,13,195,195,2,20,1500,205,31,997,21.8,0,2.7
12423,2014,7,31,14,203,203,2,21,1500,243,31.2,996.7,21.7,0,3.5
12424,2014,7,31,15,204,204,2,22,1500,273,31,996.6,21.8,0,1.6
12425,2014,7,31,16,213,213,3,25,1700,295,31.1,995.9,21.3,0,2.6
12426,2014,7,31,17,216,216,2,25,1700,293,30.6,995.4,21.1,0,2.1
12427,2014,7,31,18,204,204,2,25,1600,277,29.8,995.7,21.5,0,2.3
12428,2014,7,31,19,188,188,2,26,1400,246,29.3,996.7,21.5,0,1.7
12429,2014,7,31,20,174,174,2,26,1300,212,28.8,997.5,21.1,0,1.4
12430,2014,7,31,21,165,165,2,22,1300,161,28.1,998.1,21.6,0,1
12431,2014,7,31,22,158,158,2,19,1300,113,27.6,997.9,21.9,0,1.8
12432,2014,7,31,23,147,147,2,16,1200,97,27.5,998,22.2,0,1.3
12433,2014,8,1,0,148,148,2,15,1200,85,26.9,997.8,22.3,0,1.5
12434,2014,8,1,1,148,148,2,15,1200,71,26.8,997.8,22.2,0,2.1
12435,2014,8,1,2,174,174,2,27,1400,70,26.2,997.3,22.1,0,1.6
12436,2014,8,1,3,217,217,2,28,1700,79,25.8,997.4,22.1,0,1.9
12437,2014,8,1,4,196,196,2,27,1500,61,25.6,997.6,22.1,0,1.7
12438,2014,8,1,5,176,176,3,31,1400,52,24.9,998.2,22.4,0,3
12439,2014,8,1,6,164,164,2,25,1400,42,25.1,998.4,22.6,0,1.9
12440,2014,8,1,7,166,166,2,34,1300,21,25.3,998.7,22.8,0,1.8
12441,2014,8,1,8,166,166,3,35,1300,23,26,998.7,22.9,0,2
12442,2014,8,1,9,176,176,3,32,1400,30,26.7,998.8,22.5,0,1.7
12443,2014,8,1,10,188,188,3,27,1500,44,27.9,998.7,22.6,0,2
12444,2014,8,1,11,192,192,4,27,1600,63,29,998.5,22,0,1.9
12445,2014,8,1,12,183,183,5,21,1500,108,30.6,997.8,22.2,0,1.5
12446,2014,8,1,13,167,167,3,17,1300,173,30.8,997.2,21.9,0,1.6
12447,2014,8,1,14,166,166,3,19,1200,208,31.6,996.4,21.8,0,1.7
12448,2014,8,1,15,157,157,2,18,1200,244,31.8,996.1,21.6,0,1.2
12449,2014,8,1,16,144,144,2,17,1200,257,31.5,996.1,21.7,0,2.4
12450,2014,8,1,17,139,139,2,16,1200,260,31.1,995.9,21.9,0,2.6
12451,2014,8,1,18,125,125,2,17,1100,251,30.7,995.8,21.5,0,2.3
12452,2014,8,1,19,116,116,2,19,1000,231,30.2,996.2,22.4,0,2.5
12453,2014,8,1,20,114,115,2,20,1000,203,29.6,997,22.8,0,0.7
12454,2014,8,1,21,114,114,2,17,1000,168,29.2,996.9,22.9,0,1.9
12455,2014,8,1,22,123,132,2,20,1000,132,28.6,997,23.1,0,1.4
12456,2014,8,1,23,147,149,2,28,1100,104,27.4,996.8,23.2,0,0.5
12457,2014,8,2,0,164,164,2,27,1100,75,27.4,996.6,23.2,0,1.1
12458,2014,8,2,1,160,160,2,23,1100,58,27.2,996.2,23,0,1.4
12459,2014,8,2,2,163,163,2,19,1100,57,26.8,996,23.1,0,1.4
12460,2014,8,2,3,164,164,2,16,1200,64,26.2,996.3,23.5,0,0.9
12461,2014,8,2,4,159,159,2,14,1200,52,26.3,996.6,23.6,0,0.8
12462,2014,8,2,5,158,158,2,14,1200,42,25.6,996.6,23.1,0,1.1
12463,2014,8,2,6,146,146,2,29,1100,21,26.1,996.4,23.4,0,1.1
12464,2014,8,2,7,127,127,2,41,1100,11,26.8,996.1,23.7,0,1.2
12465,2014,8,2,8,137,137,3,45,1100,12,27.8,996.2,23.6,0,0.6
12466,2014,8,2,9,144,144,5,38,1100,38,29.1,995.5,23.8,0,1.5
12467,2014,8,2,10,154,154,4,30,1100,68,30.6,995,23.3,0,0.8
12468,2014,8,2,11,137,137,5,26,1000,104,31.8,994.3,22.5,0,2.5
12469,2014,8,2,12,121,121,3,17,900,153,32.7,993.6,23.4,0,1.8
12470,2014,8,2,13,129,129,3,19,1000,194,33.6,993,23.9,0,2.5
12471,2014,8,2,14,135,136,2,22,1000,233,34.1,992.2,22.8,0,1.4
12472,2014,8,2,15,139,139,2,19,1000,260,34,991.8,23.1,0,1.5
12473,2014,8,2,16,145,145,2,19,1000,278,33.6,991.7,23.6,0,2.6
12474,2014,8,2,17,140,140,2,21,1100,298,33.1,991.7,23.4,0,1.9
12475,2014,8,2,18,149,163,2,27,1200,319,32.6,992.1,23.3,0,2.6
12476,2014,8,2,19,150,150,2,29,1200,311,31.8,992.7,22.8,0,0.9
12477,2014,8,2,20,143,143,2,29,1200,273,30.5,993.2,23.7,0,1.3
12478,2014,8,2,21,132,132,2,23,1100,210,29.7,993.3,23.6,0,1
12479,2014,8,2,22,134,134,2,21,1100,198,29.1,993.1,23.5,0,0.8
12480,2014,8,2,23,135,135,2,19,1100,199,28.5,993.3,23.4,0,1.5
12481,2014,8,3,0,138,138,2,18,1100,175,28,992.7,23.8,0,0.7
12482,2014,8,3,1,144,144,2,18,1100,173,27.7,992.4,23.5,0,0.4
12483,2014,8,3,2,143,143,2,15,1100,153,27.3,992.1,23.5,0,1.7
12484,2014,8,3,3,141,141,2,14,1000,140,26.9,992.4,23.2,0,1.1
12485,2014,8,3,4,141,141,2,14,1000,122,26.4,992.7,23.3,0,0.9
12486,2014,8,3,5,140,140,2,14,1000,115,26.9,993,22.9,0,0.8
12487,2014,8,3,6,133,133,2,12,1000,99,27.9,993.2,23.9,0,1.5
12488,2014,8,3,7,127,127,2,14,900,92,28.5,993.4,23.6,0,0.8
12489,2014,8,3,8,125,128,3,24,1000,92,30.2,992.8,23.9,0,0.9
12490,2014,8,3,9,156,156,2,35,1100,105,31.6,992.8,23.7,0,1.2
12491,2014,8,3,10,147,147,2,22,1100,148,32.6,992.4,24.1,0,1.8
12492,2014,8,3,11,148,148,2,23,1100,174,32.3,992.2,24.4,0,1.7
12493,2014,8,3,12,158,162,2,35,1200,180,30.8,991.8,24.2,0,2
12494,2014,8,3,13,156,156,2,24,1100,212,30.3,991.4,23,0,2.1
12495,2014,8,3,14,148,148,2,22,1100,204,30.6,991.7,22.8,0,2.5
12496,2014,8,3,15,109,109,2,17,900,157,28.9,991.6,22.6,0,3.9
12497,2014,8,3,16,74,74,2,18,800,105,29.1,991.2,22.6,0,2.1
12498,2014,8,3,17,40,40,2,13,600,101,29.8,991.3,22,0,1.8
12499,2014,8,3,18,39,45,2,13,700,100,29.5,991.8,22,0,1.8
12500,2014,8,3,19,44,51,2,15,700,91,28.9,992.5,21.9,0,0.7
12501,2014,8,3,20,44,50,2,21,700,70,28.5,993,22.5,0,0.7
12502,2014,8,3,21,52,52,2,16,700,60,28.4,993.3,22.2,0,0.6
12503,2014,8,3,22,54,54,2,17,700,66,28.1,993.1,23,0,1.3
12504,2014,8,3,23,45,45,2,15,700,54,27.9,993.1,23.3,0,0.5
12505,2014,8,4,0,41,41,2,14,600,49,27.5,992.7,23.5,0,0.7
12506,2014,8,4,1,35,35,2,12,500,51,26.5,992.8,23,0,1.2
12507,2014,8,4,2,32,32,2,10,500,49,26.5,992.8,21.5,0,1
12508,2014,8,4,3,26,26,2,10,400,48,26.6,993,20,0,1.7
12509,2014,8,4,4,17,17,2,8,400,55,27.2,992.9,17.9,0,1.4
12510,2014,8,4,5,23,23,24,21,700,50,28,993.2,16.6,0,1.2
12511,2014,8,4,6,16,21,33,19,700,55,28,993.7,18.1,0,0.5
12512,2014,8,4,7,12,17,13,14,400,63,28.5,994.2,17.1,0,1.7
12513,2014,8,4,8,8,17,4,10,300,64,28,995.2,17.2,0,3.7
12514,2014,8,4,9,11,15,2,7,300,66,26,996.1,17.6,0,5.3
12515,2014,8,4,10,7,20,2,6,300,67,25.8,996.7,17.4,0,1
12516,2014,8,4,11,4,5,2,5,300,72,23.7,996.7,18.8,0.4,2
12517,2014,8,4,12,3,5,2,6,300,74,23.4,997.1,19.1,0.7,1.2
12518,2014,8,4,13,3,5,2,5,300,70,22.1,997.5,19.3,0.2,2.1
12519,2014,8,4,14,3,30,2,13,300,53,22.9,997.5,19.3,0.2,0.7
12520,2014,8,4,15,5,5,2,11,300,55,23.7,997.2,19.6,0,1.3
12521,2014,8,4,16,3,5,2,4,300,69,23.2,997.3,20.2,0,1.8
12522,2014,8,4,17,6,6,2,4,300,72,24.5,997.2,20,0,1.3
12523,2014,8,4,18,3,5,2,5,300,73,24.8,997.6,19.4,0,0.6
12524,2014,8,4,19,9,37,2,23,400,47,23.1,997.9,20.1,0,1.2
12525,2014,8,4,20,12,34,2,36,400,27,22.6,998.1,19.2,0,1.3
12526,2014,8,4,21,14,17,2,29,400,15,21.9,998.2,18.9,0,1.1
12527,2014,8,4,22,9,9,2,21,400,19,20.9,997.7,18.5,0,1.1
12528,2014,8,4,23,12,12,2,18,400,16,20.4,997.7,17.8,0,1.2
12529,2014,8,5,0,13,13,2,15,400,18,20.2,997.8,18,0,1
12530,2014,8,5,1,13,13,2,12,400,26,20,998,18,0,1
12531,2014,8,5,2,15,15,2,12,400,27,20.3,998,17.9,0,0.9
12532,2014,8,5,3,12,12,2,11,400,26,19.7,998.1,17.8,0,1.8
12533,2014,8,5,4,13,13,2,11,400,24,19.5,998,18,0,0.7
12534,2014,8,5,5,15,15,2,11,400,23,19.4,998.5,17.9,0,0.6
12535,2014,8,5,6,16,16,2,10,400,23,21,998.9,18.2,0,0.9
12536,2014,8,5,7,17,20,3,14,400,24,22.1,999.2,18.3,0,1
12537,2014,8,5,8,23,40,3,21,500,14,24.9,999,17.6,0,0.7
12538,2014,8,5,9,24,35,12,27,700,17,26.3,999.3,18.2,0,1.2
12539,2014,8,5,10,36,36,52,23,1100,52,29,998.6,18.7,0,1.7
12540,2014,8,5,11,28,42,38,20,900,70,29.9,998,18.7,0,2.5
12541,2014,8,5,12,25,51,29,25,800,74,31,997.2,17.3,0,2.5
12542,2014,8,5,13,21,38,23,23,700,102,31.5,996.8,16.7,0,1.8
12543,2014,8,5,14,40,57,19,32,800,117,31.6,996.3,15.5,0,1.1
12544,2014,8,5,15,25,25,10,18,500,138,31.7,996.4,16,0,1.5
12545,2014,8,5,16,27,28,9,16,500,154,31.6,996.3,15.5,0,1.5
12546,2014,8,5,17,30,54,8,19,500,172,29.8,996.4,18.9,0,1.6
12547,2014,8,5,18,25,54,7,23,500,182,28.7,996.7,18.5,0,1.9
12548,2014,8,5,19,34,96,5,30,600,180,28,997.4,18.7,0,2
12549,2014,8,5,20,32,56,4,28,600,139,27.5,998,18.8,0,1.5
12550,2014,8,5,21,28,52,3,23,500,107,26.9,997.7,19,0,0.4
12551,2014,8,5,22,25,47,3,24,500,97,25.7,998.1,19.3,0,1.3
12552,2014,8,5,23,34,48,3,24,600,86,25.1,997.8,19.5,0,0.2
12553,2014,8,6,0,33,60,2,24,600,90,24.6,998,19,0,1
12554,2014,8,6,1,36,48,2,20,600,89,23.6,998.2,18.9,0,1.1
12555,2014,8,6,2,38,41,2,17,600,82,23.3,998.2,17.7,0,1.4
12556,2014,8,6,3,35,35,2,15,500,78,22,997.9,16.9,0,1.3
12557,2014,8,6,4,31,31,2,14,500,66,21.6,998.6,18.2,0,1.3
12558,2014,8,6,5,12,12,2,9,300,62,22,999.2,17.8,0,1.7
12559,2014,8,6,6,5,5,2,7,200,74,25.5,999.3,14.6,0,2.1
12560,2014,8,6,7,6,12,2,8,200,77,28.9,999.3,12.3,0,1.8
12561,2014,8,6,8,7,18,5,12,300,74,31,999.1,10.4,0,3.6
12562,2014,8,6,9,4,5,4,10,300,77,32.8,999.3,6.9,0,3.2
12563,2014,8,6,10,4,5,2,7,200,77,33.3,998.9,7.3,0,0.9
12564,2014,8,6,11,3,5,2,7,200,77,33.8,998.4,12.2,0,2.4
12565,2014,8,6,12,3,8,2,9,200,79,34.4,998.1,9.6,0,1.7
12566,2014,8,6,13,12,40,2,14,300,114,33.6,997.4,9.6,0,2.5
12567,2014,8,6,14,3,5,2,13,300,117,33.8,997.2,9.8,0,2.1
12568,2014,8,6,15,5,13,2,11,200,105,33.8,997.1,9.1,0,3.3
12569,2014,8,6,16,4,7,2,10,200,101,33.8,997.5,9.1,0,2.2
12570,2014,8,6,17,3,12,2,11,300,102,33.3,997.6,8,0,1.9
12571,2014,8,6,18,3,17,2,12,300,101,32.2,997.8,7.8,0,1.4
12572,2014,8,6,19,3,15,2,13,300,100,30,998.5,11.5,0,1.6
12573,2014,8,6,20,4,27,2,16,300,81,26.7,999.1,11.6,0,1.4
12574,2014,8,6,21,7,26,2,17,300,69,26,999.6,10.6,0,1.4
12575,2014,8,6,22,6,16,2,15,300,74,24.8,1000,11.4,0,0.8
12576,2014,8,6,23,8,23,2,15,300,69,24.4,1000.6,11,0,1.5
12577,2014,8,7,0,13,19,2,17,300,78,23.1,1000.5,11.8,0,0.8
12578,2014,8,7,1,11,41,2,21,400,78,21.9,1000.5,12.7,0,1.3
12579,2014,8,7,2,16,42,2,28,400,61,21.4,1000.8,12.3,0,1.2
12580,2014,8,7,3,15,35,2,21,400,51,21.2,1000.9,12.3,0,1.6
12581,2014,8,7,4,16,26,2,18,400,50,21,1001.3,12.9,0,1.8
12582,2014,8,7,5,20,27,2,15,400,56,20.9,1001.6,13.3,0,1.2
12583,2014,8,7,6,16,32,2,15,500,47,22,1001.6,14.1,0,1.3
12584,2014,8,7,7,23,40,2,16,500,55,24.6,1001.8,14.7,0,1.3
12585,2014,8,7,8,32,67,4,18,600,68,27.2,1001.6,17.4,0,1.4
12586,2014,8,7,9,52,108,11,19,1100,99,28.8,1001.5,18,0,1.6
12587,2014,8,7,10,74,127,16,15,1400,155,30.6,1001.2,14.2,0,2.2
12588,2014,8,7,11,70,84,19,16,1400,183,31.6,1000.5,14.3,0,2.4
12589,2014,8,7,12,53,61,16,17,1100,192,32,999.8,13.2,0,1.1
12590,2014,8,7,13,45,57,13,14,900,195,32.7,998.9,13.8,0,1.9
12591,2014,8,7,14,33,45,11,12,800,192,33.5,998.5,14.1,0,2
12592,2014,8,7,15,42,47,10,15,900,212,33.3,998,13.4,0,2.9
12593,2014,8,7,16,39,79,10,21,1000,266,32.6,997.9,13.8,0,3.3
12594,2014,8,7,17,52,84,11,25,1100,279,31.8,998.3,14.4,0,3
12595,2014,8,7,18,51,82,10,23,1000,257,30.7,998.8,14.3,0,1.9
12596,2014,8,7,19,41,77,9,23,1000,216,29.3,999.3,15.1,0,2.1
12597,2014,8,7,20,39,81,7,26,1000,184,28.9,1000,15.8,0,2.3
12598,2014,8,7,21,43,78,6,28,1000,156,27.9,1000.4,16.5,0,2.2
12599,2014,8,7,22,45,71,4,23,1000,129,25.5,1000.4,16.4,0,0.2
12600,2014,8,7,23,44,71,5,20,1000,137,25.7,1000.2,16.5,0,1.2
12601,2014,8,8,0,43,68,5,18,1100,142,25.8,1000.2,16.6,0,1.4
12602,2014,8,8,1,52,73,5,18,1100,138,25.4,1000.3,16.5,0,1.3
12603,2014,8,8,2,54,80,3,18,1200,125,23.7,1000.5,16,0,0.8
12604,2014,8,8,3,61,81,3,20,1100,111,23.1,1000.7,16.4,0,1.3
12605,2014,8,8,4,63,83,3,21,1100,90,22.1,1000.9,16.4,0,1.6
12606,2014,8,8,5,69,81,3,20,1100,87,21.3,1001.2,16.5,0,1.5
12607,2014,8,8,6,70,82,2,22,1000,71,22,1001.3,16.7,0,1.2
12608,2014,8,8,7,72,81,2,24,1000,59,24.4,1001.2,17.4,0,0.8
12609,2014,8,8,8,70,109,4,28,1000,64,26.1,1001.1,17.5,0,0.9
12610,2014,8,8,9,79,100,6,31,1000,86,28.2,1001,16.8,0,2.1
12611,2014,8,8,10,80,96,8,27,1000,127,29.7,1000.5,17.2,0,2.3
12612,2014,8,8,11,80,114,9,35,1200,150,30.6,999.8,17.7,0,1.8
12613,2014,8,8,12,74,103,10,19,1100,206,31.1,999.1,16.7,0,3.1
12614,2014,8,8,13,69,90,9,19,1100,233,32.3,998.7,14.4,0,5.1
12615,2014,8,8,14,91,124,9,40,1200,246,31,998.2,14.2,0,4.3
12616,2014,8,8,15,66,86,8,21,900,256,30.6,997.7,13.4,0,2.8
12617,2014,8,8,16,59,59,6,14,800,218,30.5,997.6,15,0,2.9
12618,2014,8,8,17,43,54,4,12,700,182,29.9,997.5,12.8,0,2.6
12619,2014,8,8,18,45,75,4,14,700,175,29.2,997.7,13.4,0,2.5
12620,2014,8,8,19,41,90,3,14,700,160,28.4,998,11,0,1.9
12621,2014,8,8,20,47,80,4,19,700,160,28.2,998.3,11.3,0,1.3
12622,2014,8,8,21,52,61,3,19,800,128,27.4,998.5,13,0,1.7
12623,2014,8,8,22,39,67,3,17,800,112,26.3,998.7,13.4,0,1.2
12624,2014,8,8,23,47,70,2,15,800,103,24.2,998.6,14,0,0.5
12625,2014,8,9,0,52,61,2,16,800,100,22.8,998.4,13.6,0,0.9
12626,2014,8,9,1,50,68,2,16,800,97,22.4,998.4,13.7,0,1.9
12627,2014,8,9,2,57,74,3,17,800,99,21.5,998.4,14.2,0,1.7
12628,2014,8,9,3,58,63,2,14,800,93,21.1,998.5,14,0,1.7
12629,2014,8,9,4,57,72,2,15,900,87,21.4,998.6,14.3,0,0.2
12630,2014,8,9,5,59,77,2,18,900,76,21.9,998.9,15,0,0.5
12631,2014,8,9,6,69,92,2,24,1100,62,22,998.9,15.1,0,1.2
12632,2014,8,9,7,84,117,2,23,1100,64,23.8,999,16.6,0,1
12633,2014,8,9,8,84,133,3,49,1100,35,25.7,998.8,18.1,0,1
12634,2014,8,9,9,102,155,7,55,1200,63,26.7,998.8,18.6,0,1.2
12635,2014,8,9,10,129,167,11,29,1300,123,27.5,998.4,18.5,0,1.9
12636,2014,8,9,11,142,183,14,33,1500,152,29.4,997.7,18.8,0,2.7
12637,2014,8,9,12,148,167,15,35,1500,188,30.5,996.5,18.2,0,1.6
12638,2014,8,9,13,151,165,14,34,1500,216,31.6,995.8,13.8,0,4
12639,2014,8,9,14,157,157,12,35,1500,265,31.9,994.9,14.1,0,3.5
12640,2014,8,9,15,82,82,9,19,1000,256,31.7,994.1,13,0,5.2
12641,2014,8,9,16,60,60,6,11,800,220,31,993.3,13.7,0,3.4
12642,2014,8,9,17,57,67,4,11,800,207,29.8,993.7,15.1,0,3.3
12643,2014,8,9,18,47,95,4,12,800,198,29.3,994.7,15.1,0,3
12644,2014,8,9,19,54,93,5,14,800,199,29,995.2,14.8,0,1.5
12645,2014,8,9,20,57,85,5,17,800,184,20.7,998.7,18.1,6,2.4
12646,2014,8,9,21,28,88,2,10,600,159,20.1,997.3,17.9,2.7,1.8
12647,2014,8,9,22,23,25,2,7,400,120,19.8,996.6,18.1,0.1,1.3
12648,2014,8,9,23,18,18,2,7,500,105,20.2,996.3,18.5,0,1.3
12649,2014,8,10,0,11,11,2,8,500,88,19.9,995.8,18,0,1
12650,2014,8,10,1,14,14,2,13,500,68,19.9,995.9,18,0,1
12651,2014,8,10,2,8,8,2,9,400,60,19.3,995.4,17.6,0,0.4
12652,2014,8,10,3,11,11,2,8,300,45,19.4,995.4,17.2,0,1
12653,2014,8,10,4,8,8,2,9,300,41,19.5,995.5,16.9,0,0.9
12654,2014,8,10,5,9,9,2,14,300,40,18.9,995.7,17,0,0.9
12655,2014,8,10,6,9,9,2,13,300,35,20.1,995.5,17.3,0,1.1
12656,2014,8,10,7,11,24,2,14,400,29,23,996.1,17,0,1.2
12657,2014,8,10,8,19,33,2,16,400,46,25.5,995.6,17.7,0,1
12658,2014,8,10,9,24,24,2,23,500,54,26.9,995.2,17.7,0,1.4
12659,2014,8,10,10,17,17,8,19,500,80,28,995.1,16.9,0,2
12660,2014,8,10,11,19,42,8,29,600,85,29.5,994.5,16.7,0,2
12661,2014,8,10,12,27,31,6,29,500,115,30.9,993.6,17.6,0,1.8
12662,2014,8,10,13,24,24,4,20,500,156,32.7,992.7,16.9,0,3
12663,2014,8,10,14,27,35,3,20,500,184,33.4,991.9,18,0,2
12664,2014,8,10,15,21,21,2,18,500,192,33.4,991,18,0,2.7
12665,2014,8,10,16,26,43,2,18,500,209,35.2,991,10.9,0,3.9
12666,2014,8,10,17,24,36,2,19,500,220,35,990.9,11.4,0,2.7
12667,2014,8,10,18,29,53,2,19,500,214,31.6,991.9,17.5,0,1.7
12668,2014,8,10,19,21,39,2,20,500,180,29.8,992.9,17.9,0,1.4
12669,2014,8,10,20,33,70,2,20,600,175,28.6,994.1,17.8,0,2.3
12670,2014,8,10,21,35,52,2,20,500,149,27.1,994.6,16.1,0,1.6
12671,2014,8,10,22,31,36,2,19,500,113,25.1,995.1,14.2,0,1.2
12672,2014,8,10,23,20,20,2,10,400,100,25.2,995.7,14.3,0,1.2
12673,2014,8,11,0,4,5,2,5,200,86,24.6,995.5,12.2,0,2.2
12674,2014,8,11,1,3,16,2,13,300,58,25.7,995.5,11.1,0,1.9
12675,2014,8,11,2,3,5,2,7,200,81,26.2,995.8,10.8,0,2.6
12676,2014,8,11,3,6,11,2,11,200,65,25.1,996.2,11.3,0,2.2
12677,2014,8,11,4,5,5,2,10,200,69,24.5,996.6,11.1,0,2.1
12678,2014,8,11,5,3,5,2,9,200,71,25,996.8,10.8,0,1.9
12679,2014,8,11,6,5,7,2,13,200,60,26.3,997,11.2,0,2.8
12680,2014,8,11,7,6,6,2,13,300,68,28,997.2,11.5,0,2.8
12681,2014,8,11,8,4,11,2,13,300,74,30.6,997.2,11.5,0,1.4
12682,2014,8,11,9,13,19,8,16,400,71,31.8,997,10.5,0,2.2
12683,2014,8,11,10,9,9,7,12,300,84,32.7,996.6,8.9,0,3.8
12684,2014,8,11,11,3,5,2,10,300,88,33.3,996,8.7,0,2
12685,2014,8,11,12,NA,NA,NA,NA,NA,NA,33.8,995.2,9.8,0,3
12686,2014,8,11,13,NA,NA,NA,NA,NA,221,34.9,994.3,10.7,0,2.1
12687,2014,8,11,14,NA,NA,NA,NA,NA,NA,35.7,993.5,7.7,0,1.7
12688,2014,8,11,15,3,5,2,11,300,111,33.7,993.2,10.9,0,2.7
12689,2014,8,11,16,3,5,2,10.8,200,106.4,34,993,9.9,0,3.6
12690,2014,8,11,17,15,49,2,18,300,136,33.5,993.3,9.5,0,1.4
12691,2014,8,11,18,NA,NA,NA,NA,NA,NA,32.2,994,10.3,0,1.5
12692,2014,8,11,19,NA,NA,NA,NA,NA,NA,29.9,994.9,13.2,0,1.8
12693,2014,8,11,20,24,33,2,21,300,110,28,996,13.1,0,0.8
12694,2014,8,11,21,17,37,2,24,300,89,26.3,996.5,12.4,0,0.7
12695,2014,8,11,22,NA,NA,NA,NA,NA,NA,25.4,996.8,12.6,0,1.4
12696,2014,8,11,23,NA,NA,NA,NA,NA,NA,23.7,997.1,13,0,1.5
12697,2014,8,12,0,9,31,2,19,300,88,23.1,997,13,0,1.1
12698,2014,8,12,1,18,25,2,17,300,86,22.9,996.9,12.2,0,1.9
12699,2014,8,12,2,NA,NA,NA,NA,NA,NA,22.8,996.9,11.5,0,1.5
12700,2014,8,12,3,12,16,2,15,300,75,22,996.8,11.7,0,1.3
12701,2014,8,12,4,7.9,7.9,2,13.1,300,77.8,21.3,997,11,0,0.7
12702,2014,8,12,5,4,5,2,7,200,74,20.8,997.5,10,0,0.7
12703,2014,8,12,6,7,7,2,6,200,70,22.5,998.1,11.2,0,0.3
12704,2014,8,12,7,7.2,21.1,2,11.1,200,61.4,25.2,998.1,13.1,0,1.2
12705,2014,8,12,8,20,46,2,17,300,51,27.6,998.2,13.2,0,1.1
12706,2014,8,12,9,5,30,2,18,300,56,30.5,998.2,11.5,0,3
12707,2014,8,12,10,12,49,2,39,400,49,31,998,9.2,0,2.8
12708,2014,8,12,11,15.7,15.7,2.4,24.5,400,88.4,32.2,997.6,9.7,0,1.8
12709,2014,8,12,12,9,16,83,12,1400,111,32.4,997,10.4,0,2
12710,2014,8,12,13,7,17,2,7,300,126,32.2,996.4,9.7,0,3.1
12711,2014,8,12,14,12,26,2,6,300,144,32.4,995.6,10.4,0,2.8
12712,2014,8,12,15,10,26,2,2,300,169,32,995.5,10.1,0,1.7
12713,2014,8,12,16,16,34,2,2,400,182,31.6,995.5,11.4,0,1.4
